titleType,genres,startYear,weightedRating,totalVotes
movie,"Action,Adventure,Drama",1999,5.8,1952
movie,"Action,Adventure,Drama",2000,8.134311767,1815692
movie,"Action,Adventure,Drama",2001,5.082818294,6472
movie,"Action,Adventure,Drama",2002,7.9,178334
movie,"Action,Adventure,Drama",2003,7.4,213016
movie,"Action,Adventure,Drama",2004,6.748662896,280382
movie,"Action,Adventure,Drama",2005,7.115354523,295496
movie,"Action,Adventure,Drama",2006,7.497997566,287600
movie,"Action,Adventure,Drama",2007,4.2,54
movie,"Action,Adventure,Drama",2008,6.78919441,139252
movie,"Action,Adventure,Drama",2009,6.529008815,82699
movie,"Action,Adventure,Drama",2010,6.033994577,597813
movie,"Action,Adventure,Drama",2011,6.848190892,416697
movie,"Action,Adventure,Drama",2012,4.134552617,12439
movie,"Action,Adventure,Drama",2013,6.48631389,34356
movie,"Action,Adventure,Drama",2014,6.002203358,166337
movie,"Action,Adventure,Drama",2015,3.02674772,658
movie,"Action,Adventure,Drama",2016,6.281985984,252570
movie,"Action,Adventure,Drama",2017,6.699409415,210300
movie,"Action,Adventure,Drama",2018,5.603053452,90062
movie,"Action,Adventure,Drama",2019,6.596010788,33741
movie,"Action,Adventure,Drama",2020,7.342297512,18890
movie,"Action,Adventure,Drama",2021,6.579084469,179699
movie,"Action,Adventure,Family",1939,6.6,3294
movie,"Action,Adventure,Family",1942,6.8,323
movie,"Action,Adventure,Family",1949,6.1,1809
movie,"Action,Adventure,Family",1952,6.7,1814
movie,"Action,Adventure,Family",1956,6.9,1177
movie,"Action,Adventure,Family",1958,7.1,12856
movie,"Action,Adventure,Family",1963,7.236361661,27606
movie,"Action,Adventure,Family",1965,6.3,5850
movie,"Action,Adventure,Family",1967,5.6,2684
movie,"Action,Adventure,Family",1977,6.393016797,7561
movie,"Action,Adventure,Family",1980,2.3,4424
movie,"Action,Adventure,Family",1981,6.9,43121
movie,"Action,Adventure,Family",1991,4,10
movie,"Action,Adventure,Family",1992,5.2,271
movie,"Action,Adventure,Family",1994,3.8,5592
movie,"Action,Adventure,Family",1995,5.2,26625
movie,"Action,Adventure,Family",1998,5.314405242,101949
movie,"Action,Adventure,Family",2000,6.8,28
movie,"Action,Adventure,Family",2002,6,1129
movie,"Action,Adventure,Family",2004,4.314375,1120
movie,"Action,Adventure,Family",2005,5.159735833,2347
movie,"Action,Adventure,Family",2006,5.1,24324
movie,"Action,Adventure,Family",2007,7.5,541405
movie,"Action,Adventure,Family",2009,7.403722684,563948
movie,"Action,Adventure,Family",2010,6.1,158061
movie,"Action,Adventure,Fantasy",1941,5.5,24
movie,"Action,Adventure,Fantasy",1947,4.9,171
movie,"Action,Adventure,Fantasy",1949,5.759758551,994
movie,"Action,Adventure,Fantasy",1951,5.2,273
movie,"Action,Adventure,Fantasy",1952,5.9,729
movie,"Action,Adventure,Fantasy",1957,4.10984127,2520
movie,"Action,Adventure,Fantasy",1960,5.3,495
movie,"Action,Adventure,Fantasy",1961,5.6,168
movie,"Action,Adventure,Fantasy",1962,6.2,417
movie,"Action,Adventure,Fantasy",1964,6.580707992,6469
movie,"Action,Adventure,Fantasy",1965,7.19047619,105
movie,"Action,Adventure,Fantasy",1967,5.3,44
movie,"Action,Adventure,Fantasy",1969,5.9,306
movie,"Action,Adventure,Fantasy",1970,6.158986175,434
movie,"Action,Adventure,Fantasy",1971,6.4,2137
movie,"Action,Adventure,Fantasy",1972,5.061165049,206
